Time_seconds,Temp_celsius
1,28.1103101,-8.80311607E-08
2,28.1105939,-1.46992022E-07
3,28.1105239,-1.95418446E-07
4,28.1104826,-1.69201009E-07
5,28.1100063,-1.98596318E-07
6,28.1099901,-1.76046845E-07
7,28.1090562,-1.50329819E-07
8,28.1099926,-1.60348367E-07
9,28.1105026,-1.45150301E-07
10,28.1105739,-1.34796425E-07
