Time_seconds,Temp_celsius
1,25.0095831,-4.7874424E-09
2,25.0093175,-2.62587089E-09
3,25.0095319,2.66714194E-08
4,25.0097525,5.04796594E-08
5,25.009047,3.54982664E-08
6,25.0098159,3.02826368E-09
7,25.010023,-3.22584885E-08
8,25.0104056,-1.06685678E-07
9,25.0102216,-1.07846426E-07
10,25.0102521,-1.0035573E-07
